2012010,0,朝倉音姫
2012020,0,朝倉由夢
2012030,0,白河ななか
2022010,0,古河渚
2022020,0,藤林杏
2022030,0,坂上智代
2032010,0,リシアンサス
2032020,0,ネリネ
2032030,0,芙蓉楓
3012040,0,雪村杏
3012050,0,月島小恋
3022040,0,伊吹風子
3022050,0,一ノ瀬ことみ
3032040,0,プリムラ
3032050,0,時雨亜沙
4000010,0,ニワンゴ
4010010,0,南極さくら
10000000,10,バーベナ学園女子帽子
10000010,10,秋色キャスケット(ピンク)
10000011,10,秋色キャスケット(グレー)
10000012,10,秋色キャスケット(ベージュ)
10000013,10,秋色キャスケット(紺)
10000020,10,迷彩キャップ(カーキー)
10000021,10,迷彩キャップ(サンド)
10000022,10,迷彩キャップ(モノクロ)
10000030,10,ステッチニット帽(白)
10000031,10,ステッチニット帽(黒)
10000032,10,ステッチニット帽(ネイビー)
10000033,10,ステッチニット帽(緑)
10000034,10,ステッチニット帽(ベージュ)
10000040,10,見習い魔女のとんがり帽子♀
10000050,10,根性のドカヘル♂
10000060,10,野球帽(黒)
10000061,10,野球帽(青)
10000062,10,野球帽(黄)
10000063,10,野球帽(赤)
10000064,10,野球帽(緑)
10000070,50,魔女の帽子(黒)
10000071,50,魔女の帽子(オレンジ)
10000072,50,魔女の帽子(黄)
10000080,10,駅員帽子
10000090,10,メリーメリー帽(赤白)
10000091,10,メリーメリー帽(白白)
10000100,10,ポンポンニット帽(緑)
10000101,10,ポンポンニット帽(赤)
10000102,10,ポンポンニット帽(白)
10000110,10,お嬢様のベレー帽(黒)・未公開?
10000111,10,お嬢様のベレー帽(ワイン)
10000112,10,N/A
10000120,10,マッドモンスターキャップ(黒)♀
10000121,10,マッドモンスターキャップ(白)♀
10000130,10,渚とお揃いの白い帽子♀
10000140,10,不明
10000150,10,かなでとお揃いの帽子♀
10000160,10,美空学園帽子♀
10000170,10,不明
10000180,10,不明
10000181,10,N/A
10000190,10,N/A
10000200,10,N/A
10000210,10,N/A
10000220,10,N/A
10000221,10,N/A
10000230,10,N/A
10000240,10,N/A
10000250,10,N/A
10000260,10,N/A
10000261,10,N/A
10000262,10,N/A
10000263,10,N/A
10000270,10,N/A
10000280,10,N/A
10000290,10,N/A
10000291,10,N/A
10000292,10,N/A
10000293,10,N/A
10000294,10,N/A
10011114,26,N/A
10100000,0,風見学園本校・女子ワンピース♀
10100010,0,光坂高校三年・女子制服♀
10100011,0,光坂高校一年・女子制服♀
10100012,0,光坂高校二年・女子制服♀
10100020,0,バーベナ学園・女子制服♀
10100030,0,無地のカーディガン(灰)
10100031,0,無地のカーディガン(赤)
10100032,0,無地のカーディガン(水)
10100033,0,無地のカーディガン(黄)
10100034,0,無地のカーディガン(黒)
10100035,0,無地のカーディガン(紺)
10100036,0,無地のカーディガン(白)
10100050,0,レースキャミソール(黒)
10100051,0,レースキャミソール(茶)
10100052,0,レースキャミソール(水色)
10100053,0,レースキャミソール(黄)
10100054,0,レースキャミソール(白)
10100060,0,ai sp@ceＴシャツ(ピンク)
10100061,0,ai sp@ceＴシャツ(青)
10100062,0,ai sp@ceＴシャツ(黄)
10100063,0,ai sp@ceＴシャツ(赤)
10100064,0,ai sp@ceＴシャツ(緑)
10100065,0,ai sp@ceＴシャツ(白)
10100066,0,ai sp@ceＴシャツ(黒)
10100070,0,エアリーチューブ(ピンク)
10100071,0,エアリーチューブ(赤)
10100072,0,エアリーチューブ(水色)
10100073,0,エアリーチューブ(黄)
10100080,0,巫女装束(赤)♀
10100081,0,巫女装束(パープル)♀
10100082,0,巫女装束(ネイビー)♀
10100083,0,巫女装束(ピンク)♀
10100090,0,梅柄チャイナドレス(青)
10100091,0,梅柄チャイナドレス(赤)
10100092,0,梅柄チャイナドレス(白)
10100093,0,桜のチャイナドレス♀
10100094,0,N/A
10100100,0,ナース服(ピンク)・NPC専用
10100101,0,ナース服(白)・未公開
10100102,0,ナース服(黒)・未公開
10100110,0,大和撫子(黒)♀
10100111,0,大和撫子(赤)♀
10100112,0,大和撫子(ブルー)♀
10100113,0,大和撫子(黄)♀
10100114,0,N/A
10100115,0,N/A
10100120,0,ヴィクトリアンメイド(黒)
10100121,0,ヴィクトリアンメイド(真紅)
10100122,0,ヴィクトリアンメイド(ブルー)
10100123,0,ヴィクトリアンメイド(黄)
10100130,0,風見学園付属二年・女子制服♀
10100131,0,風見学園付属一年・女子制服♀
10100132,0,風見学園付属三年・女子制服♀
10100139,0,N/A
10100140,0,(男性用アイテム)
10100141,0,(男性用アイテム)
10100142,0,(男性用アイテム)
